name1,name2,issue_num,p1,p2
"kapilreddy","mrdoob","24","1222222","2212222"
"mrdoob","pyrotechnick","24","2212222","02"
"kapilreddy","pyrotechnick","24","1222222","02"
"Mugen87","pyrotechnick","24","2","02"
"mrdoob","shravanimmy","24","2212222","1"
"kapilreddy","shravanimmy","24","1222222","1"
"pyrotechnick","shravanimmy","24","02","1"
"Mugen87","shravanimmy","24","2","1"
"mrdoob","Mugen87","24","2212222","2"
"kapilreddy","Mugen87","24","1222222","2"
"gero3","mrdoob","36","2222","122220"
"alteredq","mrdoob","36","00","122220"
"fabricasapiens","mrdoob","36","122","122220"
"mrdoob","pyrotechnick","36","122220","222222212122222"
"gero3","pyrotechnick","36","2222","222222212122222"
"alteredq","pyrotechnick","36","00","222222212122222"
"fabricasapiens","pyrotechnick","36","122","222222212122222"
"alteredq","gero3","36","00","2222"
"fabricasapiens","gero3","36","122","2222"
"alteredq","fabricasapiens","36","00","122"
"fabricasapiens","WaZz2","212","2","221"
"omarojo","WaZz2","212","2","221"
"lisajamhoury","WaZz2","212","1","221"
"fabricasapiens","omarojo","212","2","2"
"lisajamhoury","omarojo","212","1","2"
"fabricasapiens","lisajamhoury","212","2","1"
"felixturner","mrdoob","251","22","222"
"martindsq","mrdoob","251","2","222"
"agnivade","mrdoob","251","22","222"
"Jairolaya12x","mrdoob","251","1","222"
"mrdoob","rdad","251","222","1"
"felixturner","rdad","251","22","1"
"martindsq","rdad","251","2","1"
"agnivade","rdad","251","22","1"
"Jairolaya12x","rdad","251","1","1"
"agnivade","felixturner","251","22","22"
"felixturner","martindsq","251","22","2"
"agnivade","martindsq","251","22","2"
"Jairolaya12x","martindsq","251","1","2"
"felixturner","Jairolaya12x","251","22","1"
"agnivade","Jairolaya12x","251","22","1"
"mrdoob","TylerJGabb","251","222","2"
"rdad","TylerJGabb","251","1","2"
"felixturner","TylerJGabb","251","22","2"
"martindsq","TylerJGabb","251","2","2"
"agnivade","TylerJGabb","251","22","2"
"Jairolaya12x","TylerJGabb","251","1","2"
"alteredq","anilshanbhag","277","20220022","2"
"anilshanbhag","mrdoob","277","2","2222"
"jsermeno","mrdoob","277","22222","2222"
"alteredq","mrdoob","277","20220022","2222"
"danbri","mrdoob","277","220112","2222"
"anilshanbhag","jsermeno","277","2","22222"
"alteredq","jsermeno","277","20220022","22222"
"danbri","jsermeno","277","220112","22222"
"anilshanbhag","rdad","277","2","22122"
"mrdoob","rdad","277","2222","22122"
"jsermeno","rdad","277","22222","22122"
"alteredq","rdad","277","20220022","22122"
"danbri","rdad","277","220112","22122"
"oosmoxiecode","rdad","277","0","22122"
"anilshanbhag","danbri","277","2","220112"
"alteredq","danbri","277","20220022","220112"
"anilshanbhag","oosmoxiecode","277","2","0"
"mrdoob","oosmoxiecode","277","2222","0"
"jsermeno","oosmoxiecode","277","22222","0"
"alteredq","oosmoxiecode","277","20220022","0"
"danbri","oosmoxiecode","277","220112","0"
"bagg","mrdoob","312","2","22"
"inear","mrdoob","312","21","22"
"halay08","mrdoob","312","2","22"
"bagg","inear","312","2","21"
"halay08","inear","312","2","21"
"bagg","halay08","312","2","2"
"alteredq","remoe","341","20","2202202"
"mrdoob","remoe","341","020220","2202202"
"crobi","remoe","341","00222","2202202"
"bhouston","remoe","341","02","2202202"
"andrevenancio","remoe","341","2","2202202"
"formigone","remoe","341","220","2202202"
"alteredq","mrdoob","341","20","020220"
"crobi","mrdoob","341","00222","020220"
"bhouston","mrdoob","341","02","020220"
"andrevenancio","mrdoob","341","2","020220"
"formigone","mrdoob","341","220","020220"
"alteredq","yuriy-kornieiev","341","20","21"
"remoe","yuriy-kornieiev","341","2202202","21"
"mrdoob","yuriy-kornieiev","341","020220","21"
"crobi","yuriy-kornieiev","341","00222","21"
"bhouston","yuriy-kornieiev","341","02","21"
"andrevenancio","yuriy-kornieiev","341","2","21"
"taoeffect","yuriy-kornieiev","341","02","21"
"formigone","yuriy-kornieiev","341","220","21"
"alteredq","crobi","341","20","00222"
"bhouston","crobi","341","02","00222"
"andrevenancio","crobi","341","2","00222"
"alteredq","bhouston","341","20","02"
"andrevenancio","bhouston","341","2","02"
"alteredq","andrevenancio","341","20","2"
"alteredq","taoeffect","341","20","02"
"remoe","taoeffect","341","2202202","02"
"mrdoob","taoeffect","341","020220","02"
"crobi","taoeffect","341","00222","02"
"bhouston","taoeffect","341","02","02"
"andrevenancio","taoeffect","341","2","02"
"formigone","taoeffect","341","220","02"
"alteredq","formigone","341","20","220"
"crobi","formigone","341","00222","220"
"bhouston","formigone","341","02","220"
"andrevenancio","formigone","341","2","220"
"alteredq","zz85","375","01020","11212211111"
"mrdoob","zz85","375","2","11212211111"
"alteredq","mrdoob","375","01020","2"
"merbin2012","mrdoob","405","2","22"
"mrdoob","savalin","405","22","1"
"merbin2012","savalin","405","2","1"
"mrdoob","WestLangley","405","22","2"
"savalin","WestLangley","405","1","2"
"merbin2012","WestLangley","405","2","2"
"KrisKringle","mrdoob","452","012","21"
"mrdoob","poudro","452","21","11221"
"KrisKringle","poudro","452","012","11221"
"Mugen87","poudro","452","1","11221"
"mrdoob","Mugen87","452","21","1"
"KrisKringle","Mugen87","452","012","1"
"gengshenghong","mrdoob","485","1","2"
"jrodriguesimg","mrdoob","485","2","2"
"gengshenghong","jrodriguesimg","485","1","2"
"alteredq","ghost","582","22","101"
"alteredq","YouYue123","582","22","2"
"ghost","YouYue123","582","101","2"
"Anima-t3d","draivin","620","110","2"
"draivin","mrdoob","620","2","22"
"Anima-t3d","mrdoob","620","110","22"
"itsazzad","mrdoob","620","22","22"
"draivin","itsazzad","620","2","22"
"Anima-t3d","itsazzad","620","110","22"
"Jakobud","mrdoob","642","1220","2022022220102"
"gero3","mrdoob","642","2","2022022220102"
"alteredq","mrdoob","642","22222022","2022022220102"
"gero3","Jakobud","642","2","1220"
"alteredq","Jakobud","642","22222022","1220"
"alteredq","gero3","642","22222022","2"
"mrdoob","zz85","642","2022022220102","0212"
"Jakobud","zz85","642","1220","0212"
"gero3","zz85","642","2","0212"
"alteredq","zz85","642","22222022","0212"
"gbmhunter","mrdoob","659","2","2222"
"mrdoob","ralfnap","659","2222","0"
"gbmhunter","ralfnap","659","2","0"
"mrdoob","romsson","659","2222","2"
"ralfnap","romsson","659","0","2"
"gbmhunter","romsson","659","2","2"
"RKonx","romsson","659","2","2"
"mrdoob","towerrounder","659","2222","2"
"ralfnap","towerrounder","659","0","2"
"romsson","towerrounder","659","2","2"
"gbmhunter","towerrounder","659","2","2"
"RKonx","towerrounder","659","2","2"
"mrdoob","trusktr","659","2222","2"
"ralfnap","trusktr","659","0","2"
"romsson","trusktr","659","2","2"
"towerrounder","trusktr","659","2","2"
"gbmhunter","trusktr","659","2","2"
"RKonx","trusktr","659","2","2"
"mrdoob","RKonx","659","2222","2"
"ralfnap","RKonx","659","0","2"
"gbmhunter","RKonx","659","2","2"
"disolovyov","mrdoob","684","2","222"
"alteredq","mrdoob","684","2","222"
"alteredq","disolovyov","684","2","2"
"mrdoob","yousefamar","684","222","22"
"disolovyov","yousefamar","684","2","22"
"alteredq","yousefamar","684","2","22"
"Mugen87","yousefamar","684","2","22"
"mrdoob","Mugen87","684","222","2"
"disolovyov","Mugen87","684","2","2"
"alteredq","Mugen87","684","2","2"
"mrdoob","ralfnap","692","2222212","110101"
"alteredq","Pitel","706","2222","2022"
