name1,name2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,cmt_cnt,issue_cnt,score1,score2,degree1,degree2
jonnenauha,msimpson,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.677,1.0,64,23
ghost,msimpson,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.796,1.0,119,23
anzorb,kenrussell,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.745,21,124
Fitblip,kenrussell,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.745,12,124
hbriceno,kenrussell,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.745,12,124
jimcottrell,kenrussell,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.745,12,124
fallingC0de,kenrussell,1,0,1,0,1.0,0.0,1.0,0.0,2,1,1.0,0.745,22,124
jonnenauha,kenrussell,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.677,0.745,64,124
ghost,kenrussell,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.796,0.745,119,124
anzorb,mrdoob,3,0,0,0,0.75,0.0,0.0,0.0,5,1,1.0,0.946,21,5550
Fitblip,mrdoob,3,0,0,0,0.75,0.0,0.0,0.0,5,1,1.0,0.946,12,5550
kenrussell,mrdoob,1,0,1,0,0.25,0.0,0.25,0.0,5,1,0.745,0.946,124,5550
hbriceno,mrdoob,3,0,0,0,0.75,0.0,0.0,0.0,5,1,1.0,0.946,12,5550
jimcottrell,mrdoob,3,0,0,0,0.75,0.0,0.0,0.0,5,1,1.0,0.946,12,5550
fallingC0de,mrdoob,1,0,1,0,0.25,0.0,0.25,0.0,5,1,1.0,0.946,22,5550
jonnenauha,mrdoob,3,0,0,0,0.75,0.0,0.0,0.0,5,1,0.677,0.946,64,5550
ghost,mrdoob,3,0,0,0,0.75,0.0,0.0,0.0,5,1,0.796,0.946,119,5550
anzorb,hbriceno,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,21,12
Fitblip,hbriceno,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,12,12
fallingC0de,hbriceno,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,1.0,22,12
ghost,hbriceno,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.796,1.0,119,12
anzorb,jimcottrell,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,21,12
Fitblip,jimcottrell,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,12,12
hbriceno,jimcottrell,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,12,12
fallingC0de,jimcottrell,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,1.0,22,12
ghost,jimcottrell,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.796,1.0,119,12
anzorb,timothyallan,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,21,28
Fitblip,timothyallan,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,12,28
oros,timothyallan,2,0,0,0,0.5,0.0,0.0,0.0,5,1,0.5,1.0,12,28
msimpson,timothyallan,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,23,28
kenrussell,timothyallan,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.745,1.0,124,28
mrdoob,timothyallan,3,0,0,0,0.75,0.0,0.0,0.0,5,1,0.946,1.0,5550,28
hbriceno,timothyallan,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,12,28
jimcottrell,timothyallan,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,12,28
fallingC0de,timothyallan,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,1.0,22,28
jonnenauha,timothyallan,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.677,1.0,64,28
ghost,timothyallan,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.796,1.0,119,28
Mugen87,timothyallan,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.92,1.0,3513,28
anzorb,fallingC0de,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,1.0,21,22
anzorb,jonnenauha,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.677,21,64
Fitblip,jonnenauha,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.677,12,64
hbriceno,jonnenauha,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.677,12,64
jimcottrell,jonnenauha,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.677,12,64
fallingC0de,jonnenauha,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.677,22,64
ghost,jonnenauha,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.796,0.677,119,64
anzorb,ghost,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.796,21,119
Fitblip,ghost,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.796,12,119
fallingC0de,ghost,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.796,22,119
anzorb,Mugen87,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.92,21,3513
Fitblip,Mugen87,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.92,12,3513
msimpson,Mugen87,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.92,23,3513
kenrussell,Mugen87,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.745,0.92,124,3513
mrdoob,Mugen87,3,0,0,0,0.75,0.0,0.0,0.0,5,1,0.946,0.92,5550,3513
hbriceno,Mugen87,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.92,12,3513
jimcottrell,Mugen87,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.92,12,3513
fallingC0de,Mugen87,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.92,22,3513
jonnenauha,Mugen87,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.677,0.92,64,3513
ghost,Mugen87,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.796,0.92,119,3513
fleduc,mrdoob,3,1,1,0,0.38,0.12,0.12,0.0,6,1,1.0,0.946,2,5550
jonnenauha,mrdoob,3,3,2,1,0.25,0.25,0.17,0.08,7,1,0.677,0.946,64,5550
fleduc,jonnenauha,2,1,2,0,0.33,0.17,0.33,0.0,5,1,1.0,0.677,2,64
AndrewRayCode,phfatmonkey,4,0,0,0,0.5,0.0,0.0,0.0,6,1,0.821,0.636,58,22
evshiron,phfatmonkey,1,0,1,0,0.5,0.0,0.5,0.0,3,1,1.0,0.636,5,22
flimshaw,phfatmonkey,2,0,1,0,0.5,0.0,0.25,0.0,4,1,1.0,0.636,9,22
bakajin,phfatmonkey,0,1,0,0,0.0,0.5,0.0,0.0,3,1,0.5,0.636,30,22
Mugen87,phfatmonkey,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.92,0.636,3513,22
AndrewRayCode,evshiron,0,0,0,0,0.0,0.0,0.0,0.0,5,1,0.821,1.0,58,5
bakajin,evshiron,0,1,0,0,0.0,1.0,0.0,0.0,2,1,0.5,1.0,30,5
AndrewRayCode,flimshaw,4,0,0,0,0.5,0.0,0.0,0.0,6,1,0.821,1.0,58,9
evshiron,flimshaw,1,0,1,0,0.5,0.0,0.5,0.0,3,1,1.0,1.0,5,9
bakajin,flimshaw,0,1,0,0,0.0,0.5,0.0,0.0,3,1,0.5,1.0,30,9
AndrewRayCode,bakajin,0,0,0,0,0.0,0.0,0.0,0.0,5,1,0.821,0.5,58,30
AndrewRayCode,Mugen87,4,0,0,0,1.0,0.0,0.0,0.0,5,1,0.821,0.92,58,3513
evshiron,Mugen87,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.92,5,3513
flimshaw,Mugen87,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,0.92,9,3513
bakajin,Mugen87,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.5,0.92,30,3513
jimmyland,mrdoob,9,0,0,0,1.0,0.0,0.0,0.0,6,1,1.0,0.946,2,5550
mrdoob,SuberFu,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.946,0.5,5550,4
jimmyland,SuberFu,0,0,0,0,0.0,0.0,0.0,0.0,4,1,1.0,0.5,2,4
AndrewRayCode,dlinning,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.821,1.0,58,3
bakajin,dlinning,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.5,1.0,30,3
AndrewRayCode,bakajin,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.821,0.5,58,30
AndrewRayCode,Mugen87,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.821,0.92,58,3513
dlinning,Mugen87,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.92,3,3513
bakajin,Mugen87,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.5,0.92,30,3513
gero3,mrdoob,4,0,0,0,0.67,0.0,0.0,0.0,5,1,0.86,0.946,195,5550
mrdoob,WestLangley,2,0,2,0,0.33,0.0,0.33,0.0,5,1,0.946,0.878,5550,2704
gero3,WestLangley,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.86,0.878,195,2704
josendf,Mugen87,3,0,0,0,1.0,0.0,0.0,0.0,4,1,1.0,0.92,2,3513
mrdoob,Mugen87,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.946,0.92,5550,3513
josendf,mrdoob,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.946,2,5550
jyprksh001,WestLangley,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.878,2,2704
flacohenao,WestLangley,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.878,2,2704
flacohenao,jyprksh001,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,1.0,2,2
mrdoob,Mugen87,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.946,0.92,5550,3513
killroy42,tschw,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.571,0.648,9,121
Mugen87,tschw,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.92,0.648,3513,121
killroy42,Mugen87,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.571,0.92,9,3513
cvan,Mugen87,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.667,0.92,9,3513
cvan,zz85,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.667,0.829,9,189
Mugen87,zz85,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.92,0.829,3513,189
makc,SuberFu,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.924,0.5,576,4
Mugen87,SuberFu,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.92,0.5,3513,4
makc,Mugen87,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.924,0.92,576,3513
makc,mrdoob,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.924,0.946,576,5550
mrdoob,Mugen87,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.946,0.92,5550,3513
makc,Mugen87,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.924,0.92,576,3513
bhouston,cbravo,2,0,0,0,0.5,0.0,0.0,0.0,4,1,0.797,1.0,600,3
bhouston,gigablox,4,0,0,0,1.0,0.0,0.0,0.0,4,1,0.797,1.0,600,5
cbravo,gigablox,2,0,0,0,0.5,0.0,0.0,0.0,4,1,1.0,1.0,3,5
bhouston,mrdoob,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.797,0.946,600,5550
cbravo,mrdoob,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,0.946,3,5550
gigablox,mrdoob,2,0,0,0,1.0,0.0,0.0,0.0,3,1,1.0,0.946,5,5550
dmarcos,fernandojsg,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.857,0.879,39,174
dmarcos,mrdoob,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.857,0.946,39,5550
fernandojsg,mrdoob,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.879,0.946,174,5550
BenCidPerez,mrdoob,4,2,1,1,0.33,0.17,0.08,0.08,7,1,0.375,0.946,10,5550
inear,mrdoob,1,1,0,1,0.33,0.33,0.0,0.33,4,1,0.733,0.946,31,5550
mrdoob,pontiffpublishing,3,2,0,2,0.33,0.22,0.0,0.22,6,1,0.946,0.571,5550,9
BenCidPerez,pontiffpublishing,4,2,0,2,0.33,0.17,0.0,0.17,7,1,0.375,0.571,10,9
inear,pontiffpublishing,2,0,0,2,0.67,0.0,0.0,0.67,4,1,0.733,0.571,31,9
Mugen87,pontiffpublishing,1,0,0,0,0.33,0.0,0.0,0.0,4,1,0.92,0.571,3513,9
BenCidPerez,inear,1,1,0,1,0.25,0.25,0.0,0.25,5,1,0.375,0.733,10,31
mrdoob,Mugen87,1,0,0,0,0.33,0.0,0.0,0.0,4,1,0.946,0.92,5550,3513
BenCidPerez,Mugen87,2,0,0,0,0.5,0.0,0.0,0.0,5,1,0.375,0.92,10,3513
inear,Mugen87,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.733,0.92,31,3513
mrdoob,stianjensen,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.946,1.0,5550,2
gero3,stianjensen,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.86,1.0,195,2
gero3,mrdoob,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.86,0.946,195,5550
gero3,tschw,58,2,0,4,0.55,0.02,0.0,0.04,22,1,0.86,0.648,195,121
bhouston,tschw,48,6,0,12,0.46,0.06,0.0,0.11,22,1,0.797,0.648,600,121
abelnation,tschw,9,0,0,0,0.6,0.0,0.0,0.0,16,1,0.75,0.648,21,121
bhouston,gero3,27,0,0,3,0.55,0.0,0.0,0.06,14,1,0.797,0.86,600,195
abelnation,gero3,6,0,0,0,0.86,0.0,0.0,0.0,8,1,0.75,0.86,21,195
abelnation,bhouston,4,0,0,0,0.57,0.0,0.0,0.0,8,1,0.75,0.797,21,600
borismus,toji,1,0,1,0,0.5,0.0,0.5,0.0,3,1,1.0,0.688,10,37
SpaceHexagon,toji,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.688,4,37
mrdoob,toji,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.946,0.688,5550,37
brianchirls,toji,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.833,0.688,65,37
borismus,SpaceHexagon,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,1.0,10,4
mrdoob,SpaceHexagon,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.946,1.0,5550,4
brianchirls,SpaceHexagon,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.833,1.0,65,4
borismus,mrdoob,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,0.946,10,5550
brianchirls,mrdoob,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.833,0.946,65,5550
borismus,brianchirls,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,0.833,10,65
Mugen87,tschw,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.92,0.648,3513,121
Lukeisme,mrdoob,6,0,0,0,1.0,0.0,0.0,0.0,5,1,1.0,0.946,2,5550
Lukeisme,Mugen87,3,0,0,0,1.0,0.0,0.0,0.0,4,1,1.0,0.92,2,3513
mrdoob,Mugen87,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.946,0.92,5550,3513
arose,bhouston,3,0,0,0,0.75,0.0,0.0,0.0,5,1,1.0,0.797,19,600
bhouston,tschw,0,1,0,0,0.0,0.25,0.0,0.0,5,1,0.797,0.648,600,121
ghost,tschw,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.796,0.648,119,121
makc,tschw,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.924,0.648,576,121
sunag,tschw,0,1,0,0,0.0,1.0,0.0,0.0,2,1,0.901,0.648,101,121
arose,tschw,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.648,19,121
ikerr,tschw,1,0,0,1,0.5,0.0,0.0,0.5,3,1,0.5,0.648,20,121
bhouston,ghost,3,0,0,0,0.75,0.0,0.0,0.0,5,1,0.797,0.796,600,119
arose,ghost,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.796,19,119
bhouston,makc,3,0,0,0,0.75,0.0,0.0,0.0,5,1,0.797,0.924,600,576
ghost,makc,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.796,0.924,119,576
arose,makc,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.924,19,576
ikerr,makc,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.5,0.924,20,576
bhouston,sunag,1,0,1,0,0.25,0.0,0.25,0.0,5,1,0.797,0.901,600,101
ghost,sunag,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.796,0.901,119,101
makc,sunag,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.924,0.901,576,101
arose,sunag,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.901,19,101
ikerr,sunag,0,1,0,0,0.0,0.5,0.0,0.0,3,1,0.5,0.901,20,101
bhouston,ikerr,3,1,0,0,0.38,0.12,0.0,0.0,6,1,0.797,0.5,600,20
ghost,ikerr,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.796,0.5,119,20
arose,ikerr,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,0.5,19,20
bhouston,valette,3,0,0,0,0.75,0.0,0.0,0.0,5,1,0.797,0.818,600,16
tschw,valette,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.648,0.818,121,16
ghost,valette,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.796,0.818,119,16
makc,valette,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.924,0.818,576,16
sunag,valette,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.901,0.818,101,16
arose,valette,1,0,0,0,1.0,0.0,0.0,0.0,2,1,1.0,0.818,19,16
ikerr,valette,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.5,0.818,20,16
mrdoob,theshanergy,4,0,0,2,0.44,0.0,0.0,0.22,6,1,0.946,0.667,5550,1
Mugen87,RudyAramayo,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.92,0.5,3513,6
Lynxgsm,RudyAramayo,1,1,0,1,0.5,0.5,0.0,0.5,3,1,0.5,0.5,3,6
RudyAramayo,TingYinHelen,2,1,0,2,0.67,0.33,0.0,0.67,4,1,0.5,0.333,6,3
Mugen87,TingYinHelen,0,0,0,0,0.0,0.0,0.0,0.0,4,1,0.92,0.333,3513,3
Lynxgsm,TingYinHelen,3,3,1,2,0.5,0.5,0.17,0.33,5,1,0.5,0.333,3,3
Lynxgsm,Mugen87,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.5,0.92,3,3513
makc,RudyAramayo,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.924,0.5,576,6
mrdoob,RudyAramayo,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.946,0.5,5550,6
Mugen87,RudyAramayo,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.92,0.5,3513,6
makc,mrdoob,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.924,0.946,576,5550
makc,Mugen87,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.924,0.92,576,3513
mrdoob,Mugen87,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.946,0.92,5550,3513
