name1,name2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,consist_rate,inconsist_rate,pos_consist_rate,neg_consist_rate,cmt_cnt,issue_cnt,score1,score2,degree1,degree2
jtattermusch,matt-kwong,1,0,0,1,0.5,0.0,0.0,0.5,3,1,0.94,0.93,4490,495
ctiller,yang-g,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.945,0.908,3377,1236
nicolasnoble,yang-g,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.935,0.908,2472,1236
ctiller,nicolasnoble,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.945,0.935,3377,2472
ctiller,iamqizhao,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.945,0.943,3377,30
ctiller,nicolasnoble,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.945,0.935,3377,2472
ctiller,nicolasnoble,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.945,0.935,3377,2472
ctiller,murgatroid99,4,0,0,0,1.0,0.0,0.0,0.0,5,1,0.945,0.968,3377,2107
jboeuf,vjpai,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.712,0.895,584,1870
ctiller,vjpai,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.895,3377,1870
paralin,vjpai,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.705,0.895,48,1870
jiangtaoli2016,vjpai,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.84,0.895,259,1870
sreecha,vjpai,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.853,0.895,775,1870
ctiller,jboeuf,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.945,0.712,3377,584
vjpai,y-zeng,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.895,0.814,1870,444
jboeuf,y-zeng,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.712,0.814,584,444
ctiller,y-zeng,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.814,3377,444
paralin,y-zeng,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.705,0.814,48,444
jiangtaoli2016,y-zeng,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.84,0.814,259,444
sreecha,y-zeng,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.853,0.814,775,444
vjpai,yang-g,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.895,0.908,1870,1236
jboeuf,yang-g,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.712,0.908,584,1236
ctiller,yang-g,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.908,3377,1236
y-zeng,yang-g,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.814,0.908,444,1236
paralin,yang-g,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.705,0.908,48,1236
jiangtaoli2016,yang-g,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.84,0.908,259,1236
sreecha,yang-g,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.853,0.908,775,1236
jboeuf,paralin,1,0,1,0,1.0,0.0,1.0,0.0,2,1,0.712,0.705,584,48
ctiller,paralin,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.945,0.705,3377,48
jiangtaoli2016,paralin,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.84,0.705,259,48
jboeuf,jiangtaoli2016,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.712,0.84,584,259
ctiller,jiangtaoli2016,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.84,3377,259
jboeuf,sreecha,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.712,0.853,584,775
ctiller,sreecha,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.853,3377,775
paralin,sreecha,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.705,0.853,48,775
jiangtaoli2016,sreecha,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.84,0.853,259,775
AspirinSJL,ctiller,4,0,0,0,1.0,0.0,0.0,0.0,5,1,0.857,0.945,508,3377
ctiller,mehrdada,4,0,0,0,1.0,0.0,0.0,0.0,5,1,0.945,0.892,3377,985
markdroth,mehrdada,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.884,0.892,1231,985
AspirinSJL,mehrdada,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.857,0.892,508,985
ctiller,markdroth,8,0,0,0,1.0,0.0,0.0,0.0,6,1,0.945,0.884,3377,1231
AspirinSJL,markdroth,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.857,0.884,508,1231
ctiller,dgquintas,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.945,0.899,3377,1753
ctiller,nicolasnoble,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.945,0.935,3377,2472
ctiller,jboeuf,6,0,0,0,0.67,0.0,0.0,0.0,6,1,0.945,0.712,3377,584
murgatroid99,yang-g,2,0,0,0,0.5,0.0,0.0,0.0,4,1,0.968,0.908,2107,1236
nathanielmanistaatgoogle,nicolasnoble,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.875,0.935,2027,2472
ctiller,murgatroid99,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.968,3377,2107
ctiller,dklempner,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.945,0.959,3377,115
ctiller,yang-g,2,0,0,2,0.5,0.0,0.0,0.5,4,1,0.945,0.908,3377,1236
dklempner,yang-g,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.959,0.908,115,1236
ctiller,nicolasnoble,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.935,3377,2472
jcanizales,nathanielmanistaatgoogle,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.907,0.875,796,2027
jtattermusch,nathanielmanistaatgoogle,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.94,0.875,4490,2027
jcanizales,jtattermusch,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.907,0.94,796,4490
ctiller,tbetbetbe,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.945,0.932,3377,211
ctiller,nathanielmanistaatgoogle,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.875,3377,2027
ctiller,murgatroid99,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.945,0.968,3377,2107
jtattermusch,murgatroid99,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.94,0.968,4490,2107
ctiller,jtattermusch,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.94,3377,4490
ctiller,jtattermusch,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.94,3377,4490
jtattermusch,nicolasnoble,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.94,0.935,4490,2472
ctiller,jboeuf,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.945,0.712,3377,584
jboeuf,yang-g,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.712,0.908,584,1236
ctiller,yang-g,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.945,0.908,3377,1236
ctiller,nicolasnoble,0,1,0,0,0.0,0.5,0.0,0.0,3,1,0.945,0.935,3377,2472
jboeuf,murgatroid99,2,0,0,0,0.5,0.0,0.0,0.0,4,1,0.712,0.968,584,2107
ctiller,murgatroid99,4,0,0,0,1.0,0.0,0.0,0.0,4,1,0.945,0.968,3377,2107
jayantkolhe,murgatroid99,2,0,0,0,1.0,0.0,0.0,0.0,3,1,1.0,0.968,177,2107
ctiller,jboeuf,2,0,0,0,0.5,0.0,0.0,0.0,4,1,0.945,0.712,3377,584
jayantkolhe,jboeuf,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,0.712,177,584
ctiller,jayantkolhe,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.945,1.0,3377,177
jboeuf,tbetbetbe,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.712,0.932,584,211
ctiller,tbetbetbe,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.932,3377,211
ctiller,jboeuf,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.945,0.712,3377,584
ctiller,jboeuf,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.712,3377,584
ctiller,nathanielmanistaatgoogle,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.875,3377,2027
jboeuf,nathanielmanistaatgoogle,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.712,0.875,584,2027
a-veitch,maxwell-demon,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.944,0.889,76,20
maxwell-demon,thelinuxfoundation,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.889,0.0,20,1233
a-veitch,thelinuxfoundation,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.944,0.0,76,1233
jboeuf,nicolasnoble,14,0,0,0,0.5,0.0,0.0,0.0,11,1,0.712,0.935,584,2472
ctiller,nicolasnoble,28,0,0,0,0.8,0.0,0.0,0.0,12,1,0.945,0.935,3377,2472
ctiller,jboeuf,9,1,0,1,0.45,0.05,0.0,0.05,9,1,0.945,0.712,3377,584
jayantkolhe,nicolasnoble,2,0,0,0,1.0,0.0,0.0,0.0,3,1,1.0,0.935,177,2472
ctiller,tbetbetbe,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.945,0.932,3377,211
ctiller,murgatroid99,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.945,0.968,3377,2107
ctiller,jboeuf,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.712,3377,584
jboeuf,nicolasnoble,6,0,0,0,0.75,0.0,0.0,0.0,6,1,0.712,0.935,584,2472
iamqizhao,thelinuxfoundation,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.943,0.0,30,1233
ctiller,iamqizhao,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.945,0.943,3377,30
ctiller,jtattermusch,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.94,3377,4490
iamqizhao,jtattermusch,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.943,0.94,30,4490
murgatroid99,nicolasnoble,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.968,0.935,2107,2472
nicolasnoble,tbetbetbe,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.935,0.932,2472,211
murgatroid99,tbetbetbe,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.968,0.932,2107,211
ctiller,nicolasnoble,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.935,3377,2472
ctiller,nicolasnoble,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.945,0.935,3377,2472
ctiller,yang-g,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.908,3377,1236
dgquintas,yang-g,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.899,0.908,1753,1236
ctiller,dgquintas,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.899,3377,1753
ctiller,dgquintas,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.899,3377,1753
murgatroid99,nathanielmanistaatgoogle,1,0,0,0,0.33,0.0,0.0,0.0,4,1,0.968,0.875,2107,2027
ctiller,nathanielmanistaatgoogle,2,0,0,0,0.33,0.0,0.0,0.0,5,1,0.945,0.875,3377,2027
ctiller,murgatroid99,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.945,0.968,3377,2107
ctiller,vjpai,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.895,3377,1870
tbetbetbe,thelinuxfoundation,1,0,1,0,1.0,0.0,1.0,0.0,2,1,0.932,0.0,211,1233
ctiller,murgatroid99,6,0,0,0,1.0,0.0,0.0,0.0,5,1,0.945,0.968,3377,2107
nicolasnoble,vjpai,0,1,0,0,0.0,1.0,0.0,0.0,2,1,0.935,0.895,2472,1870
sahlberg,vjpai,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.0,0.895,7,1870
nicolasnoble,sahlberg,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.935,0.0,2472,7
hsaliak,mmoanis,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.892,0.857,553,15
mmoanis,ncteisen,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.857,0.942,15,916
hsaliak,ncteisen,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.892,0.942,553,916
ctiller,nicolasnoble,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.945,0.935,3377,2472
ctiller,vjpai,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.945,0.895,3377,1870
ctiller,vjpai,6,0,0,0,1.0,0.0,0.0,0.0,5,1,0.945,0.895,3377,1870
ctiller,jtattermusch,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.945,0.94,3377,4490
jtattermusch,kennetatgoogle,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.94,0.0,4490,2
ctiller,kennetatgoogle,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.0,3377,2
ctiller,yang-g,1,0,0,0,0.33,0.0,0.0,0.0,4,1,0.945,0.908,3377,1236
ctiller,nicolasnoble,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.935,3377,2472
mehrdada,nathanielmanistaatgoogle,16,0,0,0,1.0,0.0,0.0,0.0,8,1,0.892,0.875,985,2027
ctiller,yang-g,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.908,3377,1236
nicolasnoble,yang-g,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.935,0.908,2472,1236
ctiller,nicolasnoble,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.935,3377,2472
ctiller,vjpai,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.945,0.895,3377,1870
nicolasnoble,vjpai,3,0,0,1,0.5,0.0,0.0,0.17,5,1,0.935,0.895,2472,1870
ctiller,nicolasnoble,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.945,0.935,3377,2472
jboeuf,nicolasnoble,2,0,0,2,1.0,0.0,0.0,1.0,3,1,0.712,0.935,584,2472
ctiller,nathanielmanistaatgoogle,8,0,0,0,1.0,0.0,0.0,0.0,6,1,0.945,0.875,3377,2027
craigcitro,nathanielmanistaatgoogle,4,0,0,0,1.0,0.0,0.0,0.0,5,1,0.875,0.875,14,2027
craigcitro,ctiller,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.875,0.945,14,3377
nathanielmanistaatgoogle,nicolasnoble,4,0,0,0,1.0,0.0,0.0,0.0,5,1,0.875,0.935,2027,2472
ctiller,nicolasnoble,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.945,0.935,3377,2472
craigcitro,nicolasnoble,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.875,0.935,14,2472
nathanielmanistaatgoogle,nicolasnoble,3,0,0,0,1.0,0.0,0.0,0.0,4,1,0.875,0.935,2027,2472
donnadionne,tbetbetbe,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.692,0.932,17,211
tbetbetbe,yang-g,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.932,0.908,211,1236
donnadionne,yang-g,2,0,0,0,1.0,0.0,0.0,0.0,3,1,0.692,0.908,17,1236
thelinuxfoundation,yang-g,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0.0,0.908,1233,1236
tbetbetbe,thelinuxfoundation,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.932,0.0,211,1233
donnadionne,thelinuxfoundation,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.692,0.0,17,1233
alex,nathanielmanistaatgoogle,0,0,0,0,0.0,0.0,0.0,0.0,5,1,0.5,0.875,16,2027
kryzthov,nathanielmanistaatgoogle,4,0,0,0,1.0,0.0,0.0,0.0,5,1,0.0,0.875,15,2027
methane,nathanielmanistaatgoogle,4,0,0,0,1.0,0.0,0.0,0.0,5,1,1.0,0.875,16,2027
jedsmith,nathanielmanistaatgoogle,4,0,0,0,0.5,0.0,0.0,0.0,6,1,1.0,0.875,15,2027
DemiMarie,nathanielmanistaatgoogle,4,0,0,0,1.0,0.0,0.0,0.0,5,1,0.0,0.875,15,2027
leifurhauks,nathanielmanistaatgoogle,8,0,0,0,0.67,0.0,0.0,0.0,7,1,0.906,0.875,59,2027
goldenbull,nathanielmanistaatgoogle,4,0,0,0,1.0,0.0,0.0,0.0,5,1,0.852,0.875,58,2027
lovfu,nathanielmanistaatgoogle,4,0,0,0,1.0,0.0,0.0,0.0,5,1,0.0,0.875,15,2027
jgeewax,nathanielmanistaatgoogle,4,0,0,0,1.0,0.0,0.0,0.0,5,1,0.971,0.875,73,2027
kpayson64,nathanielmanistaatgoogle,8,0,0,0,0.67,0.0,0.0,0.0,7,1,0.96,0.875,952,2027
ctiller,nathanielmanistaatgoogle,4,0,0,0,1.0,0.0,0.0,0.0,5,1,0.945,0.875,3377,2027
ictxiangxin,nathanielmanistaatgoogle,4,0,0,0,1.0,0.0,0.0,0.0,5,1,0.0,0.875,15,2027
alex,kryzthov,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.5,0.0,16,15
jedsmith,kryzthov,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,0.0,15,15
DemiMarie,kryzthov,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.0,0.0,15,15
goldenbull,kryzthov,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.852,0.0,58,15
jgeewax,kryzthov,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.971,0.0,73,15
kpayson64,kryzthov,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.96,0.0,952,15
ctiller,kryzthov,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.0,3377,15
ictxiangxin,kryzthov,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.0,0.0,15,15
alex,methane,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.5,1.0,16,16
kryzthov,methane,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.0,1.0,15,16
jedsmith,methane,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,1.0,15,16
DemiMarie,methane,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.0,1.0,15,16
leifurhauks,methane,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.906,1.0,59,16
goldenbull,methane,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.852,1.0,58,16
lovfu,methane,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.0,1.0,15,16
jgeewax,methane,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.971,1.0,73,16
kpayson64,methane,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.96,1.0,952,16
ctiller,methane,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,1.0,3377,16
ictxiangxin,methane,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.0,1.0,15,16
nathanielmanistaatgoogle,soltanmm,8,0,0,0,0.4,0.0,0.0,0.0,9,1,0.875,0.949,2027,940
alex,soltanmm,1,2,1,0,0.2,0.4,0.2,0.0,6,1,0.5,0.949,16,940
kryzthov,soltanmm,2,0,0,0,0.4,0.0,0.0,0.0,6,1,0.0,0.949,15,940
methane,soltanmm,2,0,0,0,0.4,0.0,0.0,0.0,6,1,1.0,0.949,16,940
jedsmith,soltanmm,4,1,0,2,0.4,0.1,0.0,0.2,7,1,1.0,0.949,15,940
DemiMarie,soltanmm,2,0,0,0,0.4,0.0,0.0,0.0,6,1,0.0,0.949,15,940
leifurhauks,soltanmm,5,2,1,0,0.33,0.13,0.07,0.0,8,1,0.906,0.949,59,940
goldenbull,soltanmm,2,0,0,0,0.4,0.0,0.0,0.0,6,1,0.852,0.949,58,940
lovfu,soltanmm,2,0,0,0,0.4,0.0,0.0,0.0,6,1,0.0,0.949,15,940
jgeewax,soltanmm,2,0,0,0,0.4,0.0,0.0,0.0,6,1,0.971,0.949,73,940
kpayson64,soltanmm,5,2,1,0,0.33,0.13,0.07,0.0,8,1,0.96,0.949,952,940
ctiller,soltanmm,2,0,0,0,0.4,0.0,0.0,0.0,6,1,0.945,0.949,3377,940
ictxiangxin,soltanmm,2,0,0,0,0.4,0.0,0.0,0.0,6,1,0.0,0.949,15,940
alex,jedsmith,0,1,0,0,0.0,0.5,0.0,0.0,3,1,0.5,1.0,16,15
DemiMarie,jedsmith,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.0,1.0,15,15
goldenbull,jedsmith,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.852,1.0,58,15
ctiller,jedsmith,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.945,1.0,3377,15
ictxiangxin,jedsmith,1,0,0,0,0.5,0.0,0.0,0.0,3,1,0.0,1.0,15,15
alex,DemiMarie,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.5,0.0,16,15
ctiller,DemiMarie,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.0,3377,15
alex,leifurhauks,1,0,1,0,0.33,0.0,0.33,0.0,4,1,0.5,0.906,16,59
kryzthov,leifurhauks,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.0,0.906,15,59
jedsmith,leifurhauks,2,1,0,0,0.33,0.17,0.0,0.0,5,1,1.0,0.906,15,59
DemiMarie,leifurhauks,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.0,0.906,15,59
goldenbull,leifurhauks,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.852,0.906,58,59
jgeewax,leifurhauks,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.971,0.906,73,59
kpayson64,leifurhauks,5,0,1,0,0.56,0.0,0.11,0.0,6,1,0.96,0.906,952,59
ctiller,leifurhauks,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.945,0.906,3377,59
ictxiangxin,leifurhauks,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.0,0.906,15,59
alex,goldenbull,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.5,0.852,16,58
DemiMarie,goldenbull,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.0,0.852,15,58
ctiller,goldenbull,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.852,3377,58
alex,lovfu,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.5,0.0,16,15
kryzthov,lovfu,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.0,0.0,15,15
jedsmith,lovfu,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,0.0,15,15
DemiMarie,lovfu,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.0,0.0,15,15
leifurhauks,lovfu,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.906,0.0,59,15
goldenbull,lovfu,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.852,0.0,58,15
jgeewax,lovfu,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.971,0.0,73,15
kpayson64,lovfu,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.96,0.0,952,15
ctiller,lovfu,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.0,3377,15
ictxiangxin,lovfu,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.0,0.0,15,15
nathanielmanistaatgoogle,viksit,0,0,0,0,0.0,0.0,0.0,0.0,5,1,0.875,0.667,2027,29
alex,viksit,1,0,1,0,1.0,0.0,1.0,0.0,2,1,0.5,0.667,16,29
kryzthov,viksit,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.0,0.667,15,29
methane,viksit,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.667,16,29
soltanmm,viksit,1,2,1,0,0.2,0.4,0.2,0.0,6,1,0.949,0.667,940,29
jedsmith,viksit,0,1,0,0,0.0,0.5,0.0,0.0,3,1,1.0,0.667,15,29
DemiMarie,viksit,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.0,0.667,15,29
leifurhauks,viksit,1,0,1,0,0.33,0.0,0.33,0.0,4,1,0.906,0.667,59,29
goldenbull,viksit,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.852,0.667,58,29
lovfu,viksit,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.0,0.667,15,29
jgeewax,viksit,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.971,0.667,73,29
tseaver,viksit,0,1,0,0,0.0,1.0,0.0,0.0,2,1,0.857,0.667,47,29
kpayson64,viksit,1,0,1,0,0.33,0.0,0.33,0.0,4,1,0.96,0.667,952,29
ctiller,viksit,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.945,0.667,3377,29
ictxiangxin,viksit,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.0,0.667,15,29
alex,jgeewax,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.5,0.971,16,73
jedsmith,jgeewax,1,0,0,0,0.5,0.0,0.0,0.0,3,1,1.0,0.971,15,73
DemiMarie,jgeewax,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.0,0.971,15,73
goldenbull,jgeewax,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.852,0.971,58,73
ctiller,jgeewax,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.945,0.971,3377,73
ictxiangxin,jgeewax,1,0,0,0,1.0,0.0,0.0,0.0,2,1,0.0,0.971,15,73
nathanielmanistaatgoogle,tseaver,0,0,0,0,0.0,0.0,0.0,0.0,5,1,0.875,0.857,2027,47
alex,tseaver,0,1,0,0,0.0,1.0,0.0,0.0,2,1,0.5,0.857,16,47
kryzthov,tseaver,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.0,0.857,15,47
methane,tseaver,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1.0,0.857,16,47
soltanmm,tseaver,2,1,0,2,0.4,0.2,0.0,0.4,6,1,0.949,0.857,940,47
jedsmith,tseaver,1,0,0,1,0.5,0.0,0.0,0.5,3,1,1.0,0.857,15,47
DemiMarie,tseaver,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.0,0.857,15,47
leifurhauks,tseaver,0,1,0,0,0.0,0.33,0.0,0.0,4,1,0.906,0.857,59,47
goldenbull,tseaver,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.852,0.857,58,47
lovfu,tseaver,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.0,0.857,15,47
jgeewax,tseaver,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.971,0.857,73,47
kpayson64,tseaver,0,1,0,0,0.0,0.33,0.0,0.0,4,1,0.96,0.857,952,47
ctiller,tseaver,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.945,0.857,3377,47
ictxiangxin,tseaver,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.0,0.857,15,47
alex,kpayson64,1,0,1,0,0.33,0.0,0.33,0.0,4,1,0.5,0.96,16,952
jedsmith,kpayson64,2,1,0,0,0.33,0.17,0.0,0.0,5,1,1.0,0.96,15,952
DemiMarie,kpayson64,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.0,0.96,15,952
goldenbull,kpayson64,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.852,0.96,58,952
jgeewax,kpayson64,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.971,0.96,73,952
ctiller,kpayson64,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.945,0.96,3377,952
ictxiangxin,kpayson64,2,0,0,0,0.67,0.0,0.0,0.0,4,1,0.0,0.96,15,952
alex,ctiller,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0.5,0.945,16,3377
