name1,name2,period,score1,score2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
A51UK,penev92,20151,1.0,1.0,0,0,0,0,1,2
AMHOL,Jau-Al,20151,0.0,1.0,0,0,0,0,1,3
AMHOL,Mailaender,20151,0.5,1.0,2,0,0,0,2,5
AMHOL,j-hopkins,20151,1.0,1.0,2,0,2,0,1,3
AMHOL,obrakmann,20151,1.0,1.0,0,0,0,0,1,2
AMHOL,pchote,20151,0.6666666666666666,0.6666666666666666,3,0,0,1,3,7
AMHOL,penev92,20151,0.5,1.0,1,0,1,0,2,5
AMHOL,uranixcz,20151,0.0,1.0,0,0,0,0,1,2
AMHOL,xan2622,20151,0.0,1.0,0,0,0,0,1,2
Aaron-Lloyd,GraionDilach,20151,1.0,1.0,2,0,0,0,2,4
Aaron-Lloyd,GrayHatter,20151,1.0,0.0,0,0,0,0,1,2
Aaron-Lloyd,LavenderMoon,20151,1.0,0.0,0,0,0,0,1,3
Aaron-Lloyd,Mailaender,20151,1.0,1.0,1,0,0,0,2,4
Aaron-Lloyd,Micr0Bit,20151,0.86,1.0,5,0,0,0,1,8
Aaron-Lloyd,Phrohdoh,20151,0.9533333333333333,1.0,17,0,0,0,3,15
Aaron-Lloyd,RoosterDragon,20151,0.9533333333333333,1.0,8,0,0,0,3,13
Aaron-Lloyd,anjew175,20151,0.0,1.0,0,0,0,0,1,2
Aaron-Lloyd,atlimit8,20151,1.0,1.0,1,0,0,0,1,2
Aaron-Lloyd,epicelite,20151,0.5,0.5,3,0,0,1,2,5
Aaron-Lloyd,fgdzfggsfgsfgsf,20151,0.86,1.0,5,0,0,0,1,8
Aaron-Lloyd,ghost,20151,1.0,1.0,2,0,0,0,2,4
Aaron-Lloyd,jaZzKCS,20151,1.0,0.75,2,0,0,0,2,5
Aaron-Lloyd,leodew,20151,1.0,0.0,0,0,0,0,1,2
Aaron-Lloyd,obrakmann,20151,0.86,0.6699999999999999,11,1,0,1,1,10
Aaron-Lloyd,pchote,20151,0.8371428571428571,1.0,15,0,0,0,7,23
Aaron-Lloyd,penev92,20151,0.715,0.625,14,2,0,2,4,19
Aaron-Lloyd,pi99y,20151,0.86,0.75,16,1,0,1,1,11
AoAGeneral,GraionDilach,20151,1.0,1.0,1,0,0,0,1,3
AoAGeneral,Mailaender,20151,0.6666666666666666,1.0,2,0,0,0,3,7
AoAGeneral,Micr0Bit,20151,1.0,1.0,1,0,0,0,1,3
AoAGeneral,Unit158,20151,1.0,0.5,0,0,0,0,2,4
AoAGeneral,chrisforbes,20151,1.0,0.5,1,0,0,0,1,3
AoAGeneral,clemty,20151,1.0,1.0,1,0,1,0,1,3
AoAGeneral,deniz1a,20151,1.0,1.0,2,0,0,0,1,3
AoAGeneral,ghost,20151,1.0,0.6699999999999999,2,1,1,0,1,5
AoAGeneral,obrakmann,20151,1.0,1.0,2,0,0,0,1,4
AoAGeneral,pchote,20151,1.0,1.0,13,0,0,0,6,23
AoAGeneral,penev92,20151,1.0,1.0,2,0,0,0,2,5
AoAGeneral,pi99y,20151,1.0,1.0,1,0,0,0,1,3
AoAGeneral,psydev,20151,1.0,1.0,1,0,0,0,1,2
Arcitectus,GraionDilach,20151,1.0,1.0,16,0,0,0,1,8
Arcitectus,Phrohdoh,20151,1.0,0.83,12,0,0,0,1,10
Arcitectus,RoosterDragon,20151,0.8,0.75,13,0,0,1,1,9
