name1,name2,period,score1,score2,consist_cnt,inconsist_cnt,pos_consist_cnt,neg_consist_cnt,issue_cnt,cmt_cnt
ABrandau,GraionDilach,20160,0.6666666666666666,1.0,2,1,0,0,3,6
ABrandau,Mailaender,20160,1.0,1.0,1,0,0,0,1,3
ABrandau,MustaphaTR,20160,1.0,1.0,4,0,0,0,2,6
ABrandau,Phrohdoh,20160,1.0,1.0,1,0,0,0,1,2
ABrandau,fgdzfggsfgsfgsf,20160,1.0,1.0,2,0,0,0,1,3
ABrandau,ghost,20160,1.0,1.0,1,0,0,0,1,2
ABrandau,pchote,20160,0.6666666666666666,1.0,2,0,0,0,3,6
ABrandau,penev92,20160,1.0,1.0,2,0,0,0,2,4
AJSully421,GraionDilach,20160,1.0,1.0,0,0,0,0,1,2
AJSully421,obrakmann,20160,1.0,1.0,0,0,0,0,1,2
AMHOL,AoAGeneral,20160,1.0,0.0,0,0,0,0,1,2
AMHOL,GraionDilach,20160,1.0,1.0,4,0,0,0,2,6
AMHOL,Mailaender,20160,1.0,1.0,4,0,0,0,3,8
AMHOL,Micr0Bit,20160,1.0,1.0,2,0,0,0,1,4
AMHOL,Phrohdoh,20160,1.0,0.0,0,0,0,0,1,2
AMHOL,SMIFFGIG,20160,1.0,0.0,0,0,0,0,1,2
AMHOL,atlimit8,20160,1.0,1.0,4,0,0,0,1,4
AMHOL,ghost,20160,1.0,1.0,1,0,0,0,1,2
AMHOL,obrakmann,20160,1.0,1.0,4,0,0,0,3,8
AMHOL,pchote,20160,1.0,1.0,2,0,0,0,1,3
Aaron-Lloyd,SoScared,20160,1.0,1.0,2,0,0,0,2,6
AbdoZaghloul,ScottNZ,20160,1.0,1.0,0,0,0,0,1,3
AbdoZaghloul,no-glue,20160,1.0,0.0,0,2,0,0,1,3
AbdoZaghloul,pchote,20160,1.0,1.0,0,0,0,0,1,3
AbdoZaghloul,penev92,20160,1.0,1.0,0,0,0,0,1,3
AbdoZaghloul,xan2622,20160,1.0,1.0,0,0,0,0,1,4
Alex34567889,KevinYeti,20160,1.0,1.0,1,0,0,0,1,2
Alex34567889,Micr0Bit,20160,1.0,1.0,1,0,0,0,1,3
Alex34567889,ScottNZ,20160,1.0,1.0,0,0,0,0,1,2
Alex34567889,jaZzKCS,20160,1.0,1.0,1,0,0,0,1,2
Alex34567889,pchote,20160,1.0,1.0,3,0,0,0,2,6
AndreyRivendell,GraionDilach,20160,1.0,0.875,4,0,0,0,2,7
AndreyRivendell,Haukness,20160,1.0,1.0,0,0,0,0,1,2
AndreyRivendell,Mailaender,20160,1.0,1.0,1,0,0,0,1,2
AndreyRivendell,RoosterDragon,20160,1.0,0.0,0,0,0,0,1,2
AndreyRivendell,chrisforbes,20160,1.0,1.0,1,0,0,0,1,2
AndreyRivendell,obrakmann,20160,1.0,1.0,2,0,0,0,1,3
AndreyRivendell,pchote,20160,1.0,0.88,7,0,0,0,1,9
AndreyRivendell,pizzaoverhead,20160,1.0,1.0,1,0,0,0,1,2
Aneyrin,Jehoel,20160,1.0,0.5,1,0,0,0,2,4
Aneyrin,RoosterDragon,20160,1.0,0.75,3,0,0,0,1,5
Aneyrin,ShadowA,20160,1.0,1.0,0,0,0,0,1,2
Aneyrin,pchote,20160,1.0,1.0,1,0,0,0,1,2
Aneyrin,pi99y,20160,1.0,1.0,6,0,0,0,2,10
Aneyrin,rob-v,20160,1.0,1.0,1,0,0,0,1,2
Aneyrin,xan2622,20160,1.0,1.0,1,0,1,0,1,2
Aneyrin,yaaaaa,20160,1.0,1.0,1,0,0,0,1,2
AoAGeneral,Apollo-X,20160,1.0,1.0,2,0,0,0,1,3
AoAGeneral,GraionDilach,20160,0.7170000000000001,0.8800000000000001,32,0,0,3,10,37
AoAGeneral,HenrytheSlav,20160,1.0,1.0,1,0,0,0,1,2
AoAGeneral,LipkeGu,20160,1.0,1.0,2,0,0,0,1,3
AoAGeneral,Mailaender,20160,0.375,1.0,2,0,0,0,4,9
AoAGeneral,Micr0Bit,20160,0.0,1.0,0,1,0,0,1,4
AoAGeneral,MunWolf,20160,1.0,1.0,1,0,0,0,1,2
AoAGeneral,MustaphaTR,20160,1.0,0.6666666666666666,3,0,0,0,3,8
AoAGeneral,Phrohdoh,20160,0.0,0.0,1,0,0,1,1,2
AoAGeneral,RoosterDragon,20160,1.0,1.0,2,0,0,0,1,3
AoAGeneral,SMIFFGIG,20160,0.0,0.0,1,0,0,1,1,2
AoAGeneral,SoScared,20160,1.0,1.0,1,0,0,0,1,2
AoAGeneral,TSnake41,20160,1.0,0.0,0,0,0,0,1,3
AoAGeneral,Unit158,20160,1.0,0.5,2,0,0,0,1,4
AoAGeneral,chrisforbes,20160,1.0,1.0,1,0,0,0,1,2
AoAGeneral,cjshmyr,20160,1.0,1.0,6,0,0,0,1,5
AoAGeneral,dan9550,20160,0.0,1.0,0,0,0,0,1,2
AoAGeneral,ghost,20160,0.5,1.0,1,0,0,0,3,7
AoAGeneral,hypercube33,20160,1.0,1.0,1,0,0,0,1,2
AoAGeneral,obrakmann,20160,1.0,1.0,3,0,0,0,2,5
AoAGeneral,pchote,20160,0.8888888888888888,0.9444444444444444,14,0,0,0,9,26
AoAGeneral,penev92,20160,0.5,1.0,2,0,0,0,2,5
AoAGeneral,pizzaoverhead,20160,1.0,1.0,2,0,0,0,1,3
AoAGeneral,psydev,20160,0.5,1.0,1,0,0,0,1,3
AoAGeneral,rapgro,20160,0.0,1.0,0,0,0,0,1,3
AoAGeneral,reaperrr,20160,0.945,0.8333333333333334,22,0,0,0,6,26
Apollo-X,DoGyAUT,20160,1.0,0.0,0,0,0,0,1,2
Apollo-X,GraionDilach,20160,0.6659999999999999,1.0,6,1,0,0,5,15
Apollo-X,Mailaender,20160,0.5,1.0,1,0,0,0,2,4
Apollo-X,Micr0Bit,20160,1.0,1.0,1,0,0,0,1,2
Apollo-X,MustaphaTR,20160,0.5,0.5,0,0,0,0,2,4
Apollo-X,OmniBlade,20160,0.33,0.33,5,0,0,4,1,6
Apollo-X,pchote,20160,0.7766666666666667,1.0,6,0,0,0,3,12
Apollo-X,penev92,20160,0.6666666666666666,1.0,2,0,0,0,3,6
Apollo-X,pizzaoverhead,20160,1.0,1.0,1,0,0,0,1,2
Apollo-X,reaperrr,20160,1.0,0.5,2,0,0,0,2,5
Arcitectus,RoosterDragon,20160,0.75,0.75,10,0,0,1,1,8
Arcitectus,pchote,20160,0.75,1.0,0,2,0,0,2,10
Arcitectus,penev92,20160,0.75,1.0,12,0,0,0,1,8
Arcitectus,reaperrr,20160,0.75,1.0,6,0,0,0,2,10
Baxxster,pchote,20160,1.0,1.0,1,0,0,0,1,2
Baxxster,psydev,20160,1.0,1.0,0,0,0,0,1,2
BenjaminHerbert,pchote,20160,1.0,1.0,1,0,0,0,1,3
Biofreak1987,GraionDilach,20160,0.98,0.8333333333333334,11,0,0,0,6,20
Biofreak1987,HenrytheSlav,20160,1.0,0.9175,18,0,0,0,4,18
