name1,name2,period,issue_num,p1,p2
"kapilreddy","mrdoob","20101","24","1","221"
"mrdoob","pyrotechnick","20101","24","221","02"
"kapilreddy","pyrotechnick","20101","24","1","02"
"kapilreddy","mrdoob","20110","24","222222","2222"
"Mugen87","shravanimmy","20181","24","2","1"
"gero3","mrdoob","20101","36","2222","122220"
"alteredq","mrdoob","20101","36","00","122220"
"fabricasapiens","mrdoob","20101","36","122","122220"
"mrdoob","pyrotechnick","20101","36","122220","222222212122222"
"gero3","pyrotechnick","20101","36","2222","222222212122222"
"alteredq","pyrotechnick","20101","36","00","222222212122222"
"fabricasapiens","pyrotechnick","20101","36","122","222222212122222"
"alteredq","gero3","20101","36","00","2222"
"fabricasapiens","gero3","20101","36","122","2222"
"alteredq","fabricasapiens","20101","36","00","122"
"fabricasapiens","WaZz2","20110","212","2","221"
"mrdoob","rdad","20110","251","2","1"
"martindsq","mrdoob","20131","251","2","2"
"agnivade","mrdoob","20160","251","22","2"
"Jairolaya12x","mrdoob","20160","251","1","2"
"agnivade","Jairolaya12x","20160","251","22","1"
"alteredq","anilshanbhag","20110","277","20","2"
"anilshanbhag","mrdoob","20110","277","2","2222"
"jsermeno","mrdoob","20110","277","22222","2222"
"alteredq","mrdoob","20110","277","20","2222"
"anilshanbhag","jsermeno","20110","277","2","22222"
"alteredq","jsermeno","20110","277","20","22222"
"anilshanbhag","rdad","20110","277","2","22122"
"mrdoob","rdad","20110","277","2222","22122"
"jsermeno","rdad","20110","277","22222","22122"
"alteredq","rdad","20110","277","20","22122"
"alteredq","danbri","20111","277","22002","220112"
"alteredq","oosmoxiecode","20120","277","2","0"
"bagg","mrdoob","20111","312","2","22"
"inear","mrdoob","20111","312","21","22"
"bagg","inear","20111","312","2","21"
"alteredq","remoe","20111","341","20","220220"
"mrdoob","remoe","20111","341","02022","220220"
"alteredq","mrdoob","20111","341","20","02022"
"mrdoob","yuriy-kornieiev","20120","341","0","21"
"remoe","yuriy-kornieiev","20120","341","2","21"
"mrdoob","remoe","20120","341","0","2"
"bhouston","crobi","20130","341","0","002"
"andrevenancio","crobi","20130","341","2","002"
"andrevenancio","bhouston","20130","341","2","0"
"crobi","taoeffect","20131","341","22","02"
"bhouston","formigone","20140","341","2","220"
"alteredq","zz85","20111","375","01020","11212211111"
"mrdoob","zz85","20111","375","2","11212211111"
"alteredq","mrdoob","20111","375","01020","2"
"mrdoob","savalin","20111","405","2","1"
"merbin2012","mrdoob","20170","405","2","2"
"merbin2012","WestLangley","20170","405","2","2"
"mrdoob","WestLangley","20170","405","2","2"
"KrisKringle","mrdoob","20111","452","012","21"
"mrdoob","poudro","20111","452","21","11221"
"KrisKringle","poudro","20111","452","012","11221"
"gengshenghong","mrdoob","20111","485","1","2"
"alteredq","ghost","20111","582","22","101"
"Anima-t3d","draivin","20111","620","110","2"
"draivin","mrdoob","20111","620","2","22"
"Anima-t3d","mrdoob","20111","620","110","22"
"Jakobud","mrdoob","20111","642","1220","2022022220102"
"gero3","mrdoob","20111","642","2","2022022220102"
"alteredq","mrdoob","20111","642","22222022","2022022220102"
"gero3","Jakobud","20111","642","2","1220"
"alteredq","Jakobud","20111","642","22222022","1220"
"alteredq","gero3","20111","642","22222022","2"
"mrdoob","zz85","20111","642","2022022220102","0212"
"Jakobud","zz85","20111","642","1220","0212"
"gero3","zz85","20111","642","2","0212"
"alteredq","zz85","20111","642","22222022","0212"
"mrdoob","ralfnap","20111","659","222","0"
"mrdoob","romsson","20111","659","222","2"
"ralfnap","romsson","20111","659","0","2"
"mrdoob","towerrounder","20111","659","222","2"
"ralfnap","towerrounder","20111","659","0","2"
"romsson","towerrounder","20111","659","2","2"
"mrdoob","RKonx","20170","659","2","2"
"disolovyov","mrdoob","20111","684","2","222"
"alteredq","mrdoob","20111","684","2","222"
"alteredq","disolovyov","20111","684","2","2"
"Mugen87","yousefamar","20170","684","2","2"
"mrdoob","ralfnap","20111","692","2222212","110101"
"alteredq","Pitel","20111","706","2222","2022"
"danielribeiro","mrdoob","20111","720","021","22"
"alteredq","mrdoob","20111","720","0","22"
"alteredq","danielribeiro","20111","720","0","021"
"mrdoob","namiwang","20111","730","20","1"
"ghost","mrdoob","20151","730","22","2"
"mrdoob","zz85","20111","743","11","221"
"ymmd","zz85","20111","743","11","221"
"mrdoob","ymmd","20111","743","11","11"
"scotmos","WestLangley","20150","743","2","2"
"alteredq","vance","20111","744","20","2120"
"drsagitn","vance","20111","744","11","2120"
"alteredq","drsagitn","20111","744","20","11"
"danielribeiro","mrdoob","20111","759","0","2"
"danielribeiro","mrdoob","20131","759","22","2"
"jotinha","mrdoob","20131","759","2","2"
"danielribeiro","jotinha","20131","759","22","2"
"kevanstannard","mrdoob","20170","759","0","1"
"gixo","jasongrout","20120","781","11","2"
"jasongrout","WestLangley","20120","781","2","2"
"gixo","WestLangley","20120","781","11","2"
"nriss","WestLangley","20140","781","1","2"
"alteredq","maurrubio","20111","834","222","21121"
"alteredq","drsagitn","20111","901","1","211"
"drsagitn","mrdoob","20111","901","211","022"
"alteredq","mrdoob","20111","901","1","022"
"drsagitn","mrdoob","20120","901","11111201","2222222"
"flyingdeath","mrdoob","20111","974","02211","220"
"flyingdeath","mrdoob","20120","974","22122","021"
"mrdoob","WestLangley","20111","989","2","2"
"mrdoob","nebeleh","20141","989","2","22"
"gero3","nebeleh","20141","989","2","22"
"gero3","mrdoob","20141","989","2","2"
"donmccurdy","vgheorghiu","20181","989","2","2"
"gunderson","WestLangley","20160","991","2","2"
"luisArandas","Mugen87","20190","991","0","2"
"corsaronero","mrdoob","20120","1041","1","22"
"bhupendra1011","Mugen87","20181","1041","11","2"
"chandlerprall","kor86","20120","1046","2","2"
"alteredq","kor86","20120","1046","2","2"
"kor86","mrdoob","20120","1046","2","2"
"chandlerprall","mrdoob","20120","1046","2","2"
"alteredq","mrdoob","20120","1046","2","2"
"alteredq","chandlerprall","20120","1046","2","2"
"ekunuke","WestLangley","20121","1046","0","2"
"mrdoob","scganterh","20170","1046","2","2"
"scganterh","WestLangley","20170","1046","2","2"
"mrdoob","WestLangley","20170","1046","2","2"
"Mugen87","unphased","20181","1046","2","02"
"mrdoob","unphased","20181","1046","2","02"
"mrdoob","Mugen87","20181","1046","2","2"
"chandlerprall","LiquidSnakeX","20120","1056","22","11"
"Mugen87","VarghaSabee","20180","1056","0","2"
"alteredq","chandlerprall","20120","1069","2","21"
"chandlerprall","lonelydatum","20120","1069","21","1111"
"alteredq","lonelydatum","20120","1069","2","1111"
"chandlerprall","mrdoob","20120","1069","21","02"
"lonelydatum","mrdoob","20120","1069","1111","02"
"alteredq","mrdoob","20120","1069","2","02"
"landonsilla","mrdoob","20120","1079","220211","02221"
"alteredq","mrdoob","20120","1079","22","02221"
"alteredq","landonsilla","20120","1079","22","220211"
"foobarbecue","mrdoob","20140","1079","221","2"
"alteredq","yagiz","20120","1119","2","21"
"chandlerprall","jeromeetienne","20120","1170","22","20101211"
"alteredq","jeromeetienne","20120","1170","202","20101211"
"alteredq","chandlerprall","20120","1170","202","22"
"chandlerprall","zz85","20120","1191","2","2"
"jayfield1979","mrdoob","20120","1202","1","0"
"donmccurdy","hfeist","20181","1202","2","2"
"mrdoob","powerslave","20120","1218","221","001"
"Sergej-Popov","WestLangley","20120","1219","211220","2222"
"mrdoob","WestLangley","20120","1219","2222","2222"
"linzhp","WestLangley","20120","1219","01","2222"
"mrdoob","Sergej-Popov","20120","1219","2222","211220"
"linzhp","Sergej-Popov","20120","1219","01","211220"
"linzhp","mrdoob","20120","1219","01","2222"
"cawoodm","Mugen87","20180","1219","2","2"
"Tobiasartz","WestLangley","20120","1239","12221","222201"
"Emanuele-Spatola","WestLangley","20170","1239","12","02"
"svcondor","WestLangley","20170","1239","2","02"
"Emanuele-Spatola","svcondor","20170","1239","12","2"
"hadinehme","WestLangley","20151","1337","2","2"
"Mugen87","zhhuan","20180","1363","2","0"
"Landlord-xx","libe","20120","1372","1121","22211211"
"brianclanton","libe","20120","1372","2","22211211"
"brianclanton","Landlord-xx","20120","1372","2","1121"
"libe","WestLangley","20120","1372","22211211","12222"
"Landlord-xx","WestLangley","20120","1372","1121","12222"
"mrdoob","WestLangley","20120","1372","2","12222"
"brianclanton","WestLangley","20120","1372","2","12222"
"libe","mrdoob","20120","1372","22211211","2"
"Landlord-xx","mrdoob","20120","1372","1121","2"
"brianclanton","mrdoob","20120","1372","2","2"
